age_group,sex,period,people,period_start,period_end,period_type,classification,source_table,note,source_id,source_publication_date,source_url,retrieved_at,review_status
40 and over,Female,2020,155,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Female,2021,297,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Female,2022,580,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Female,2023,413,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Female,2024,509,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Female,2025,556,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Female,Year ending June 2025,552,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Female,Year ending June 2026,416,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,2018,0,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,2019,0,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,2020,0,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,2021,6,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,2022,15,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,2023,0,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,2024,0,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,2025,0,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,Year ending June 2025,0,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
40 and over,Unknown,Year ending June 2026,0,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,2018,0,2018-01-01,2018-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,2019,0,2019-01-01,2019-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,2020,0,2020-01-01,2020-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,2021,582,2021-01-01,2021-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,2022,200,2022-01-01,2022-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,2023,1036,2023-01-01,2023-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,2024,739,2024-01-01,2024-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,2025,877,2025-01-01,2025-12-31,calendar_year,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,Year ending June 2025,683,2024-07-01,2025-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
Not currently recorded,All,Year ending June 2026,1140,2025-07-01,2026-06-30,year_ending_june,OFFICIAL_STATISTIC,IER_02c,"Ages may be revised, e.g. after age assessment (IER_02c note 16).",HO-TABLES-2026Q2,2026-08-27,https://assets.publishing.service.gov.uk/media/6a8c11c3a8f84a582b84281a/illegal-entry-routes-to-the-uk-summary-jun-2026-tables.ods,2026-09-11,source_checked_pending_independent_review
